Serial_ID,Question,Lesson,Grade,Difficulty,A,B,C,D,Correct Answer
142,ما وزن اسم المفعول للفعل غير الثلاثي (استغفر)؟,اسم المفعول,10,صعب,مُفعِل,مُفعَل,مُستَغفِر,مُستَغفَر,د
143,أي الكلمات التالية اسم مفعول صحيح؟,اسم المفعول,9,سهل,راكب,مرسوم,كاتب,قراءة,ب
144,ما نوع الفعل الذي يُشتق منه اسم المفعول؟,اسم المفعول,9,صعب,الفعل المعتل فقط,الفعل المتعدي فقط,الفعل اللازم فقط,كلاهما: اللازم والمتعدي,ب
145,الجملة: (الباب مفتوح)، الكلمة (مفتوح) هي:,اسم المفعول,9,متوسط,اسم مفعول,صفة مشبهة,اسم زمان,اسم مكان,أ
146,كيف يُصاغ اسم المفعول من الفعل (أرسل)؟,اسم المفعول,8,متوسط,رسالة,مُرسِل,مُرسَل,الإرسال,ج
147,أي من الفعلين يُمكن أن يُستخرج منه اسم مفعول؟,اسم المفعول,8,سهل,ذهب,جلس,ركب,كتب,د
148,في الجملة (الشجرة مسقية بالماء)، كلمة (مسقية) تدل على:,اسم المفعول,9,متوسط,اسم مفعول,اسم زمان,اسم فاعل,اسم مكان,أ
149,ما الفرق النحوي بين اسم الفاعل واسم المفعول؟,اسم المفعول,9,متوسط,اسم الفاعل يدل على من وقع عليه الفعل، واسم المفعول يدل على من قام بالفعل.,اسم الفاعل يدل على من قام بالفعل، واسم المفعول يدل على من وقع عليه الفعل.,اسم الفاعل واسم المفعول كلاهما يعنيان نفس المعنى.,كلاهما يدل على مكان وقوع الفعل.,ب
150,ما شرط تعريف اسم المفعول في اللغة العربية؟,اسم المفعول,8,سهل,أن يكون مشتقًا ومبنيًا على وزن معين.,أن يكون مشتقًا من الأفعال اللازمة فقط.,أن يُشتق من الفعل المتعدي فقط.,أن يكون دائمًا على وزن (مفعول).,ج
151,ما اسم المفعول الصحيح من الفعل (كتب)؟,اسم المفعول,8,صعب,مكتوب,مكتبة,كتيب,كاتب,أ
152,ما اسم المفعول من الفعل (دعا)؟,اسم المفعول,11,صعب,دعوة,داعٍ,مدعوٌّ,مدعوون,ج
153,ما الفعل الذي اُشتُقَّ منه اسم المفعول (مبيع)؟,اسم المفعول,9,متوسط,يباع,بيع,باع,بائع,ج
154,اسم المفعول من الفعل (استخرج):,اسم المفعول,9,متوسط,مستخرج,مُستخلَج,استخراج,مستخرجٌ,د
155,اسم المفعول من الفعل (رأى) هو:,اسم المفعول,9,سهل,مُرادٌ,مرئيٌّ,راوية,رائٍ,ب
156,اختر الجملة التي تحتوي على اسم مفعول صحيح:,اسم المفعول,8,متوسط,الكتاب مكتوب بمهارة.,المعلم عارف.,الطالب نائم.,التلميذ مجتهد.,أ
157,اسم المفعول من الفعل (اختار) هو:,اسم المفعول,9,متوسط,مُختارٌ,مختار,اختيار,مختارٌ,د
158,كيف يُصاغ اسم المفعول من الفعل الثلاثي المعتل مثل (رمى)؟,اسم المفعول,9,متوسط,بإضافة ميم في البداية وكسر الآخر,بإضافة ميم في البداية وقلب حرف العلة إلى ياء,بوضع تاء في البداية مع حذف حرف العلة,بإضافة ميم في البداية مع تسكين الآخر,ب
159,ما اسم المفعول الصحيح من الفعل (أخذ)؟,اسم المفعول,9,متوسط,مأخوذ,أخذٌ,مُؤخذ,آخذ,أ
160,حدد الجملة التي تحتوي على اسم مفعول:,اسم المفعول,8,متوسط,الطالب مجتهد.,الشجرة مثمرة.,الكتاب مفيد.,الباب مفتوح.,د
161,"ما الشكل الصحيح لاسم المفعول من الفعل الثلاثي ""كتب""؟",اسم المفعول,8,متوسط,كتائب,كاتب,مكتوب,مكتبة,ج
162,"كيف يتم صياغة اسم المفعول من الفعل غير الثلاثي ""استخرج""؟",اسم المفعول,9,صعب,مُستخرَجَة,مُستخرِج,استخراج,مُستخرَج,د
163,ما الجملة التي تحتوي على اسم مفعول مشتق من فعل ثلاثي؟,اسم المفعول,9,متوسط,الكتاب مكتوبٌ بخطٍّ جميل.,البيت مَبنيٌّ من الطوب.,السيارة مُشتراة من السوق.,التلميذ مُكرمٌ يومَ الجائزة.,أ
164,أي من الكلمات التالية تعد اسم مفعول؟,اسم المفعول,9,متوسط,مُكرَم,كِرامة,كريم,مُكرِّم,أ
165,"كلمة ""مرجوٌّ"" هي اسم مفعول مشتق من فعل ثلاثي غير صحيح. كيف يتم صياغتها؟",اسم المفعول,10,سهل,"على وزن ""مفعول"" مع إدغام الحروف المتشابهة",تحويل المصدر إلى اسم مفعول,"على وزن ""فاعل""","على وزن ""مفتَعل""",أ
166,"ما قاعدة تشكيل اسم المفعول من الفعل ""سمع""؟",اسم المفعول,9,سهل,"اسم المفعول يُصاغ على وزن ""مفعول"" مباشرة.","اسم المفعول يُصاغ على وزن ""مفعول"" مع فتح الحرف الأخير.","اسم المفعول يُصاغ على وزن ""مفعول"" مع كسر الحرف الأول.","اسم المفعول يُصاغ باستخدام وزن ""فاعل"".",أ
167,"كيف يمكن تحديد اسم المفعول في الجملة: ""الزهور مَنثورة في الحديقة""؟",اسم المفعول,9,متوسط,ليس اسم مفعول.,اسم مفعول مشتق من فعل ثلاثي.,اسم مفعول يأتي مباشرة من المصدر.,اسم مفعول مشتق من فعل غير ثلاثي.,ب
168,"صيغة اسم المفعول ""مُقَدَّم"" مشتقة من أي نوع من الأفعال؟",اسم المفعول,10,سهل,فعل غير ثلاثي صحيح.,فعل غير ثلاثي مضعَّف.,فعل ثلاثي صحيح.,فعل ثلاثي أجوف.,أ
169,"ما الفرق بين اسم المفعول ""مُحترَم"" واسم الفاعل ""مُحترِم""؟",اسم المفعول,10,متوسط,اسم الفاعل يُصاغ من الفعل الثلاثي فقط، بينما اسم المفعول يُصاغ من الفعل غير الثلاثي فقط.,اسم الفاعل يدل على من وقع عليه الفعل، واسم المفعول يدل على من قام بالفعل.,اسم الفاعل يدل على من قام بالفعل، واسم المفعول يدل على من وقع عليه الفعل.,اسم الفاعل يأتي من المصدر فقط، بينما اسم المفعول مشتق من فعل.,ج
170,"ما تصريف اسم المفعول من الفعل ""باع""؟",اسم المفعول,8,صعب,بائع,بيع,مباع,مبيع,د
171,"ما هو إعراب كلمة (معتبر) في الجملة: ""هذا الرأي معتبر لدى العلماء""؟",اسم المفعول,9,متوسط,مبتدأ مرفوع,خبر مرفوع,اسم مفعول في محل نصب,اسم مفعول في محل رفع,د
172,أي مما يلي يعتبر اسم مفعول؟,اسم المفعول,8,سهل,مشاهد,كاتب,مأخوذ,مستعد,ج
173,ما طريقة صياغة اسم المفعول من فعل ثلاثي صحيح؟,اسم المفعول,10,سهل,زيادة الميم في فتح الفعل الماضي مع كسر الأول,إضافة تاء إلى أول الفعل بعد تحويله مبني للمجهول,إضافة ألف بعد الحرف الأول,زيادة ميم مفتوحة وكسر الحرف الثاني,د
174,ما وزن اسم المفعول للفعل (استخرج)؟,اسم المفعول,9,متوسط,مفعَّل,مُستفعل,مُفتعَل,مفعول,ب
175,"الجملة التالية تحتوي على اسم المفعول: ""المكان مهيأ للزوار"". ما الفعل الأصلي لاسم المفعول؟",اسم المفعول,9,متوسط,تهيأ,هيأ,هيّأ,أُهيأ,ج
176,أي من الجمل التالية تحتوي على اسم مفعول صحيح؟,اسم المفعول,9,صعب,يشرح المعلم المفهوم بشكل مبسط,المدرسة مستعدّة لاستقبال الطلاب,ينصح الطالب المذاكر دُروسه,تم إعطاء المشارك الجائزة المطلوبة,د
177,حدد الجملة التي تحتوي اسم مفعول مشتق بطريقة صحيحة؟,اسم المفعول,10,سهل,البيت مكسور الجدار,الخطة مشترك فيها الجميع,هذا العمل قديم التصميم,الكتاب مقرأ باستمرار,ب
178,ما الفرق بين اسم المفعول في (كتاب محمود) و(كتاب محفوظ)؟,اسم المفعول,10,صعب,محمود وصف مشتق، محفوظ فعل ماضٍ,محمود من غير ثلاثي، محفوظ من ثلاثي صحيح,كلاهما اسم مفعول من فعل ثلاثي صحيح,محمود حالة نادرة لا تُشتق من الفعل,ب
179,أي من الخيارات الآتية لا تحتوي اسم مفعول؟,اسم المفعول,10,سهل,الرسالة مكتوبة,البيت مرمّم تماماً,الهدف واضح للغاية,الصورة منعكسة على الجدار,ج
180,كيف يصاغ اسم المفعول من الفعل غير الثلاثي؟,اسم المفعول,9,سهل,بزيادة ميم ومصدر مشتق,بفتح الحرف الأول فقط,بضم الأول وفتح ما قبل الأخير,بزيادة ميم وكسر الآخر,ج
181,ما هو وزن اسم المفعول المشتق من الفعل (كتب)؟,اسم المفعول,9,متوسط,مكتوب,كتيب,كتابة,كاتب,أ
182,اختَر الجملة التي تحتوي على اسم مفعول صحيح:,اسم المفعول,9,سهل,الرجل مسعي إلى عمله.,الجائزة مقرب الفائز.,الكتاب مقدوم إلى الطالب.,الكتاب مهدى إلى الفائز.,د
183,ما الجملة التي تعبر عن استخدام اسم المفعول بشكل صحيح؟,اسم المفعول,9,متوسط,الصورة مرسومة بشكل جميل.,الطالب متفاعل مع أصدقائه.,المدرس مستفيد من خبراته.,الفعل قديم والزمن ماضٍ.,أ
184,اختَر نوع اسم المفعول في الجملة: 'المبنى مُشَيَّدٌ حديثاً.',اسم المفعول,11,متوسط,صفة مشبهة,اسم مفعول من فوق ثلاثي,اسم مفعول من ثلاثي,اسم فاعل,ب
185,ما هي صيغة اسم المفعول من الفعل (استقبل)؟,اسم المفعول,9,متوسط,استقبال,مستقبِل,استقبَل,مستقبَل,د
186,الجملة (الكتاب المفتوح أمامك) تحتوي على اسم مفعول مشتق من:,اسم المفعول,9,متوسط,فعل فوق ثلاثي,صفة مشبهة,فعل ثلاثي,اسم فاعل,ج
187,ما الصواب في الجملة؟ 'القرار مُتَّخذٌ به.',اسم المفعول,10,صعب,مفعول به,اسم فاعل,صفة مشبهة,اسم مفعول,د
188,الجملة (الجندي مُستدعَى) تحتوي على اسم مفعول مشتق من:,اسم المفعول,9,متوسط,فعل فوق ثلاثي,اسم فاعل,صفة مشبهة,فعل ثلاثي,أ
189,الجملة: 'الطعام مطبوخ جيداً.' الكلمة (مطبوخ):,اسم المفعول,8,صعب,صفة مشبهة,اسم فاعل,اسم مفعول,فعل مضارع,ج
190,كيف يُصاغ اسم المفعول من الفعل الثلاثي المعتل (غزا)؟,اسم المفعول,10,صعب,غَزو,مَغزو,غازٍ,مُغزوَ,ب
191,ما هو اسم المفعول من الفعل الثلاثي (كتب)؟,اسم المفعول,8,سهل,مكتوب,كتاب,كاتب,مكتب,أ
192,اختر الجملة التي تحتوي على اسم مفعول مشتق من فعل ثلاثي:,اسم المفعول,9,صعب,الجندي مستدعى للخدمة.,هذا الطالب مستعد للدرس.,الحائط مدهون باللون الأبيض.,هذا الكتاب مقروء من الجميع.,د
193,ما هو اسم المفعول من الفعل غير الثلاثي (استخرج)؟,اسم المفعول,11,صعب,مخرَج,مستخرج,استخراج,مستخرِج,ب
194,حدد الجملة التي تحتوي على اسم مفعول من فعل ثلاثي صحيح:,اسم المفعول,9,سهل,الجدار مدهون بالطلاء.,المشروع مستمر تنفيذه.,البيت مَبني وفق تصميم حديث.,الكتاب مقروء من الطلاب.,د
195,اختر الجملة التي لا تحتوي على اسم مفعول:,اسم المفعول,8,متوسط,الرسالة مكتوبة بخط جميل.,الحديقة مزروعة بالأشجار.,المعلم متفوق في عمله.,الفتح مشهود في التاريخ.,ج
196,ما هو اسم المفعول من الفعل غير الثلاثي (أظهر)؟,اسم المفعول,11,صعب,مظهرَ,مظهر,ظاهر,أظهر,أ
