SerialID,Source,orgSerial,Grade,GradeName,Lesson,DifficultyLevel,DifficultyName,Question,A,B,C,D,Explanation,GPT-4o-mini,GPT-4o-mini-Correct,GPT4o-mini-Lesson
6079,الصفوف الدراسية,7731,6,مرحلة ابتدائية,المفعول المطلق,3,صعب,أكرمني والدي إكرامًا بحسن تربيته لي. ما نوع المفعول المطلق في الجملة؟,مؤكِّد للفعل,مُبيِّن للنوع,مُبيِّن للعدد,المفعول المطلق ليس له نوع,أصل الجملة: أكرمني والدي بحسن تربيته لي إكرامًا، ومن ثَمَّ فهو (مؤكِّد) للفعل.,قواعد نظرية,,
6080,الصفوف الدراسية,7718,6,مرحلة ابتدائية,المفعول المطلق,3,صعب,تاب التائب توبةً صادقةً. المفعول المطلق في الجملة هو:,توبة,تاب,التائب,صادقة,المفعول المطلق هو اسم منصوب يأتي من لفظ الفعل.,تطبيقي,,
6081,الصفوف الدراسية,7725,6,مرحلة ابتدائية,المفعول المطلق,3,صعب,(مرَّ) القطار (مرور) السحاب.,الأولى فعل، والثانية اسم,الأولى اسم، والثانية فعل,الكلمتان فعلان,الكلمتان اسمان,(مرَّ): فعل ماضٍ، وكلمة (مرور) اسم، وإعرابها: مفعول مطلق منصوب، وعلامة النصب الفتحة.,تطبيقي,,
6082,الصفوف الدراسية,7728,6,مرحلة ابتدائية,المفعول المطلق,3,صعب,حدِّد المختلف فيما يلي:,إعراب ما بين القوسَين في: حقَّقنا (انتصارًا) على أعدائنا,إعراب ما بين القوسَين في: انتصرنا (انتصارًا) على أعدائنا,إعراب ما بين القوسَين في: انتصرنا على أعدائنا (انتصارًا),إعراب ما بين القوسَين في: سننتصر على أعدائنا (انتصارًا) ساحقًا,كلُّ ما ورد بين القوسَين إعرابه (مفعول مطلق منصوب) – أمَّا (انتصارًا) في (حقَّقنا انتصارًا على أعدائنا)، فإعرابها (مفعول به منصوب).,تطبيقي,,
6083,الصفوف الدراسية,7776,6,مرحلة ابتدائية,المفعول لأجله,1,سهل,وردت كلمة (إيمانًا) كمفعولٍ لأجله في جملةٍ واحدةٍ ممَّا يلي:,أصلِّي إيمانًا بالله,أؤمن بالله إيمانًا شديدًا,أظهَرَ الرجل إيمانًا قويًّا بالله,نؤمن بالله إيمانًا راسخًا,وردت كلمة (إيمانًا) كمفعولٍ لأجله في جملة (أصلِّي إيمانًا بالله).,تطبيقي,,
6084,الصفوف الدراسية,7762,6,مرحلة ابتدائية,المفعول لأجله,1,سهل,المفعول لأجله:,منصوب دائمًا,مرفوع دائمًا,مجرور دائمًا,مجزوم دائما,المفعول لأجله من المنصوبات.,قواعد نظرية,,
6085,الصفوف الدراسية,7767,6,مرحلة ابتدائية,المفعول لأجله,1,سهل,ما يبيِّن سبب حدوث الفعل هو .......,المفعول لأجله,المفعول به,المفعول المطلق,الفاعل,ما يبيِّن سبب حدوث الفعل هو المفعول لأجله.,قواعد نظرية,,
6086,الصفوف الدراسية,7769,6,مرحلة ابتدائية,المفعول لأجله,1,سهل,تركتُ المنكر خشيةَ لله. كلمة (خشية):,منصوبة,مرفوعة,مجرورة,مجزومة,المفعول لأجله من المنصوبات.,تطبيقي,,
6087,الصفوف الدراسية,7765,6,مرحلة ابتدائية,المفعول لأجله,1,سهل,نذهب إلى الريف ....... عن الهواء النقي.,بحثًا,بحثٌ (بضمِّ الثاء),بحثٍ (بكسر الثاء),بحثْ (بتسكين الثاء),المفعول لأجله هو اسمٌ منصوبٌ يبيِّن سبب حدوث الفعل.,تطبيقي,,
6088,الصفوف الدراسية,7774,6,مرحلة ابتدائية,المفعول لأجله,1,سهل,لا تتسرَّع في الإجابة خشية الوقوع في الخطأ. المفعول لأجله هو:,خشية,لا تتسرَّع,الوقوع,الخطأ,ما بيَّن سبب حدوث الفعل في الجملة هو كلمة (خشية).,قواعد نظرية,,
6089,الصفوف الدراسية,7830,6,مرحلة ابتدائية,المفعول لأجله,2,متوسط الصعوبة,كافأت الطلاب تحفيزًا لهم. إعراب (تحفيزًا):,مفعول لأجله منصوب,حال منصوبة,مفعول به منصوب,تمييز منصوب,المفعول لأجله يبيِّن سبب حدوث الفعل.,تطبيقي,,
6090,الصفوف الدراسية,7823,6,مرحلة ابتدائية,المفعول لأجله,2,متوسط الصعوبة,حدِّد المختلف فيما يلي:,نجح (المتفوِّق) باجتهاد [إعراب ما بين القوسَين ],أطفئ المصابيح (ترشيدًا) للاستهلاك [إعراب ما بين القوسَين ],أصلّي بإخلاص (طمعًا) في رضا الله [إعراب ما بين القوسَين ],أتعب اليوم (أملًا) في الرَّاحة غدًا [إعراب ما بين القوسَين ],كلُّ ما بين القوسَين يُعرَب (مفعولا لأجله منصوبًا) – إلا كلمة (المتفوِّق) في (نجح المتفوِّق باجتهاد)، فإنَّها تُعرَب (فاعلا مرفوعًا).,تطبيقي,,
6091,الصفوف الدراسية,7822,6,مرحلة ابتدائية,المفعول لأجله,2,متوسط الصعوبة,حدِّد المختلف فيما يلي:,فتحتُ الباب (رغبةً) في دخول الهواء [إعراب ما بين القوسَين ],فتحتُ باب (الفصل) [إعراب ما بين القوسَين ],فتحتُ الباب رغبةً في دخول (الهواء) [إعراب ما بين القوسَين ],أقرأ الصَّحيفة كلَّ (صباح) [إعراب ما بين القوسَين ],كلُّ ما بين القوسَين يُعرَب (مضافًا إليه مجرورًا) – إلا كلمة (رغبة) في (فتحتُ الباب رغبةً في دخول الهواء)، فإنَّها تُعرَب (مفعولا لأجله منصوبًا).,تطبيقي,,
6092,الصفوف الدراسية,7810,6,مرحلة ابتدائية,المفعول لأجله,2,متوسط الصعوبة,ما يقع عليه الفعل هو:,المفعول به,المفعول لأجله,المفعول المطلق,الظرف,ما يقع عليه الفعل هو المفعول به.,قواعد نظرية,,
6093,الصفوف الدراسية,7826,6,مرحلة ابتدائية,المفعول لأجله,2,متوسط الصعوبة,حدِّد المختلف فيما يلي:,علامة الإعراب الفتحة [من علامات رفع الفاعل أم لا؟ ],علامة الإعراب الضَّمَّة [من علامات رفع الفاعل أم لا؟ ],علامة الإعراب الألف [من علامات رفع الفاعل أم لا؟ ],علامة الإعراب الواو [من علامات رفع الفاعل أم لا؟ ],علامات الإعراب (الضَّمَّة – الألف – الواو) كلُّها علاماتٌ للرَّفع – أمَّا علامة الإعراب (الفتحة) فهي من علامات النَّصب.,قواعد نظرية,,
6094,الصفوف الدراسية,7816,6,مرحلة ابتدائية,المفعول لأجله,2,متوسط الصعوبة,حدِّد المختلف فيما يلي:,المفعول لأجله,الفاعل,المبتدأ,الخبر,كلُّ ما ورد من المرفوعات – إلا (المفعول لأجله)، فهو منصوب.,قواعد نظرية,,
6095,الصفوف الدراسية,7808,6,مرحلة ابتدائية,المفعول لأجله,3,صعب,جملة واحدة مما يلي لا يوجد فيها مفعول لأجله:,تذهب إلى المكتبة طالبا للعلم,تذهب إلى المكتبة رغبة في التعلم,تذهب إلى المكتبة إيمانا بفائدة التعلم,تذهب إلى المكتبة إيمانا بالعلم,التَّمييز دائمًا جامد، والحال غالبًا مشتقَّة.,تطبيقي,,
6096,الصفوف الدراسية,7784,6,مرحلة ابتدائية,المفعول لأجله,3,صعب,"""ينفقون أموالهم ابتغاء مرضاة الله "". كلمة (ابتغاء):",بيَّنت سبب حدوث الفعل,بيَّنت زمن حدوث الفعل,بيَّنت هيئة الفاعل,وقع عليها الفعل,المفعول لأجله يبيِّن سبب حدوث الفعل.,تطبيقي,,
6097,الصفوف الدراسية,7787,6,مرحلة ابتدائية,المفعول لأجله,3,صعب,حفظتُ العهد (حفظًا) - حفظت العهد (حفاظًا) على الصداقة.,الأولى: مفعول مطلق، والثانية: مفعول لأجله,الأولى: مفعول لأجله، والثانية: مفعول مطلق,إعراب الكلمتَين: مفعول مطلق,إعراب الكلمتَين: مفعول لأجله,المفعول المطلق يأتي من لفظ الفعل، والمفعول لأجله يبيِّن سبب حدوث الفعل.,تطبيقي,,
6098,الصفوف الدراسية,7779,6,مرحلة ابتدائية,المفعول لأجله,3,صعب,أتناول الدواء ....... للشفاء. أكمل بمفعولٍ لأجله ممَّا يلي:,طلبًا,حرصًا,أملا,رغبةً,المفعول لأجله هو اسمٌ منصوبٌ يبيِّن سبب حدوث الفعل.,تطبيقي,,
6099,الصفوف الدراسية,7807,6,مرحلة ابتدائية,المفعول لأجله,3,صعب,أمانح الأب أولاده جائزة تقديرا لهم؟ إعراب (تقديرًا):,مفعول لأجله,مفعول به,مفعول مطلق,ظرف,المفعول لأجله اسم منصوب يبيِّن سبب حدوث الفعل.,تطبيقي,,
6100,الصفوف الدراسية,7798,6,مرحلة ابتدائية,المفعول لأجله,3,صعب,حدِّد المختلف فيما يلي:,إعراب (حرصًا) في: أحرص على الاجتهاد حرصًا دائمًا,إعراب (حرصًا) في: أجتهد حرصًا على النَّجاح,إعراب (حرصًا) في: عاقب القاضي المتَّهم حرصًا على تأديبه,إعراب (حرصًا) في: تناولتُ الدَّواء حرصًا على الشِّفاء,كلمة (حرصًا) وقعت مفعولا لأجله منصوبًا في جميع الجمل – إلا في جملة (أحرص على الاجتهاد حرصًا شديدًا)، فقد وقعت مفعولا مطلقًا (مبيِّنًا للنَّوع) منصوبًا.,تطبيقي,,
6101,الصفوف الدراسية,7803,6,مرحلة ابتدائية,المفعول لأجله,3,صعب,حدِّد المختلف فيما يلي:,علامة نصب المفعول به في: حاربنا الظَّالمِين,علامة نصب المفعول به في: حاربنا الأعداء,علامة نصب المفعول المطلق في: حاربنا حربًا شديدةً,علامة نصب المفعول لأجله في: حاربنا إعلاءً لكلمة الله,علامة نصب المفعول بأنواعه (مفعول به – مفعول مطلق – مفعول لأجله) في جميع الجمل هي الفتحة – إلا في جملة (حاربنا الظَّالمِين)، فعلامة نصب المفعول به فيها هي الياء (جمع مذكَّرٍ سالم).,قواعد نظرية,,
6102,الصفوف الدراسية,7797,6,مرحلة ابتدائية,المفعول لأجله,3,صعب,عاقبتُ (المهمل) (عقابًا) (تأديبًا) له.,الكلمات الثلاثة منصوبة,الأولى مرفوعة، والثانية والثالثة منصوبتان,الأولى مجرورة، والثانية والثالثة منصوبتان,الأولى مرفوعة، والثانية مجرورة، والثالثة منصوبة,الكلمات الثلاثة منصوبة: كلمة (المهمل) وقعت مفعولا به، وكلمة (عقابًا) وقعت مفعولا مطلقًا، وكلمة (تأديبًا) وقعت مفعولا لأجله.,تطبيقي,,
